__time,/collect_data/distance,/collect_data/velocity
1693883898.670987,262.053873,5.932041
1693883898.760831,261.462219,5.992112
1693883898.852515,260.860357,6.120884
1693883898.954720,260.249021,6.191485
1693883899.047675,259.627294,6.313376
1693883899.141919,258.995800,6.396001
1693883899.230024,258.354035,6.508052
1693883899.330685,257.702260,6.600470
1693883899.414300,257.040137,6.706353
1693883899.518072,256.367850,6.805345
1693883899.622555,255.685275,6.907763
1693883899.720705,254.992533,7.008130
1693883899.815050,254.289626,7.108018
1693883899.897255,253.576660,7.206765
1693883899.995830,252.853679,7.305000
1693883900.082747,252.120760,7.402942
1693883900.181400,251.377947,7.500347
1693883900.276608,250.625300,7.596300
1693883900.366455,249.862924,7.691121
1693883900.464737,249.090986,7.784670
1693883900.559539,248.309470,7.878073
1693883900.658573,247.518480,7.970764
1693883900.747291,246.718075,8.062664
1693883900.844178,245.908361,8.153576
1693883900.939342,245.089427,8.243315
1693883901.026253,244.261438,8.331688
1693883901.117543,243.424469,8.419482
1693883901.219377,242.578564,8.506597
1693883901.308004,241.723796,8.592977
1693883901.408127,240.860224,8.678938
1693883901.499906,239.987921,8.764861
1693883901.596172,239.106824,8.851336
1693883901.687268,238.216856,8.938964
1693883901.779382,237.318013,9.027070
1693883901.870804,236.410278,9.114639
1693883901.973284,235.493647,9.204221
1693883902.070311,234.568651,9.286664
1693883902.170779,233.637639,9.350196
1693883902.259637,232.699512,9.423844
1693883902.371019,231.753582,9.502791
1693883902.466337,230.799376,9.585551
1693883902.568208,229.836660,9.671230
1693883902.666318,228.865114,9.759291
1693883902.761182,227.884553,9.849196
1693883902.859481,226.894872,9.940517
1693883902.952353,225.895950,10.033056
1693883903.034559,224.887649,10.127112
1693883903.134497,223.869817,10.222155
1693883903.231038,222.842424,10.318470
1693883903.322958,221.805286,10.415369
1693883903.412446,220.758405,10.512746
1693883903.515543,219.701811,10.609918
1693883903.610384,218.635532,10.706768
1693883903.704737,217.559523,10.803408
1693883903.797723,216.473890,10.899476
1693883903.897456,215.378756,10.993926
1693883903.990126,214.274187,11.087896
1693883904.082337,213.160230,11.181400
1693883904.179101,212.036977,11.274494
1693883904.272849,210.904381,11.367962
1693883904.363560,209.762474,11.460583
1693883904.443731,208.611380,11.552510
1693883904.536350,207.451085,11.644080
1693883904.635920,206.281665,11.735097
1693883904.720255,205.103166,11.825895
1693883904.815901,203.915621,11.916052
1693883904.905681,202.719137,12.005020
1693883905.002261,201.513728,12.093813
1693883905.090281,200.299470,12.182743
1693883905.186172,199.076315,12.270606
1693883905.270442,197.844572,12.355218
1693883905.360242,196.604577,12.436604
1693883905.444841,195.356725,12.512580
1693883905.534683,194.101579,12.583261
1693883905.622541,192.839583,12.648920
1693883905.710456,191.571423,12.707333
1693883905.802716,190.297769,12.759512
1693883905.893206,189.019247,12.805121
1693883905.983477,187.736621,12.843650
1693883906.071315,186.450394,12.876553
1693883906.160094,185.161252,12.902988
1693883906.250032,183.869761,12.923657
1693883906.337808,182.576545,12.938489
1693883906.428416,181.282093,12.948741
1693883906.515374,179.986939,12.953355
1693883906.616759,178.691603,12.953433
1693883906.718530,177.396479,12.948904
1693883906.809619,176.102058,12.939424
1693883906.903121,174.808842,12.925742
1693883906.989429,173.517198,12.909062
1693883907.077650,172.227263,12.890121
1693883907.159425,170.939388,12.869106
1693883907.255228,169.653695,12.846718
1693883907.338704,168.370306,12.822984
1693883907.435401,167.089373,12.798068
1693883907.527022,165.810974,12.772658
1693883907.625891,164.535108,12.747176
1693883907.716081,163.261791,12.721690
1693883907.806749,161.991027,12.696278
1693883907.899874,160.722781,12.671028
1693883907.989868,159.457069,12.645930
1693883908.081528,158.193845,12.620987
1693883908.170711,156.933108,12.596257
1693883908.262809,155.674844,12.571677
1693883908.354739,154.419023,12.547174
1693883908.445496,153.165660,12.522863
1693883908.540027,151.914707,12.498721
1693883908.619752,150.666166,12.474698
1693883908.710508,149.420006,12.450790
1693883908.808253,148.176239,12.426998
1693883908.913416,146.934834,12.403343
1693883909.002490,145.695792,12.379856
1693883909.097816,144.459099,12.356583
1693883909.193767,143.224709,12.333461
1693883909.290082,141.992619,12.310381
1693883909.364481,140.762846,12.287404
1693883909.455165,139.535359,12.264603
1693883909.545250,138.310159,12.241908
1693883909.642858,137.087218,12.219324
1693883909.729603,135.866519,12.196929
1693883909.815456,134.648048,12.174671
1693883909.899796,133.431804,12.152528
1693883909.992149,132.264674,12.130551
1693883910.076862,131.186686,12.108662
1693883910.165645,130.159217,12.086905
1693883910.258777,129.165720,12.065240
1693883910.343064,128.203720,12.043710
1693883910.433084,127.272185,12.022315
1693883910.517739,126.370590,12.001045
1693883910.615276,125.498524,11.979897
1693883910.709453,124.655690,11.958830
1693883910.796468,123.841856,11.937860
1693883910.890756,123.056511,11.917041
1693883910.970178,122.299021,11.896348
1693883911.072184,121.568763,11.875748
1693883911.163117,120.865280,11.855297
1693883911.244745,120.188174,11.835003
1693883911.344889,119.518802,11.814807
1693883911.430824,118.854214,11.794744
1693883911.513644,118.204433,11.774801
1693883911.603699,117.575424,11.754923
1693883911.701785,116.970394,11.735160
1693883911.800931,116.390891,11.715541
1693883911.882636,115.837585,11.695982
1693883911.970292,115.310689,11.676549
1693883912.061115,114.810186,11.657183
1693883912.146276,114.335955,11.637931
1693883912.236425,113.887798,11.618853
1693883912.327136,113.843641,11.599943
1693883912.411787,113.068621,11.581074
1693883912.496565,112.697186,11.562275
1693883912.586165,112.350823,11.543598
1693883912.668585,112.029296,11.524974
1693883912.752755,111.732376,11.506474
1693883912.849756,111.459781,11.488107
1693883912.946768,111.211276,11.469810
1693883913.034221,110.986605,11.451589
1693883913.131903,110.785524,11.433441
1693883913.211826,110.607780,11.415383
1693883913.291812,110.452092,11.397428
1693883913.376397,110.295551,11.379568
1693883913.454847,110.111189,11.361842
1693883913.535248,109.886985,11.344250
1693883913.626719,110.033087,11.326715
1693883913.705664,109.304019,11.309277
1693883913.795444,108.944365,11.291933
1693883913.885540,108.540308,11.274631
1693883913.968366,108.093053,11.257439
1693883914.057983,107.604002,11.240335
1693883914.141824,107.067316,11.223330
1693883914.228822,106.325032,11.206402
1693883914.315678,105.319059,11.189546
1693883914.398744,104.201906,11.160675
1693883914.479622,103.094770,10.979687
1693883914.566912,102.012319,10.695181
1693883914.641385,100.960616,10.372357
1693883914.728989,99.941803,10.039145
1693883914.814900,98.956278,9.707012
1693883914.899317,98.003639,9.380459
1693883914.986185,97.083247,9.061126
1693883915.063313,96.194342,8.749476
1693883915.146903,95.336180,8.445525
1693883915.221894,94.507994,8.149096
1693883915.302979,93.709040,7.859962
1693883915.380852,92.938617,7.577879
1693883915.463286,92.196027,7.302618
1693883915.547923,91.480586,7.033973
1693883915.639417,90.791657,6.771761
1693883915.722748,90.128604,6.515829
1693883915.803411,89.490805,6.266060
1693883915.885616,88.877641,6.022376
1693883915.971620,88.288491,5.784834
1693883916.057149,87.723264,5.542155
1693883916.142575,87.182504,5.298274
1693883916.232539,86.666479,5.046516
1693883916.314608,86.171519,4.872676
1693883916.405412,85.695991,4.655231
1693883916.491079,85.243065,4.425721
1693883916.567560,84.813066,4.197715
1693883916.652168,84.405746,3.971694
1693883916.734965,84.020841,3.749358
1693883916.817395,83.658035,3.528826
1693883916.908578,83.317118,3.312048
1693883916.989356,82.998231,3.088528
1693883917.068391,82.701462,2.869477
1693883917.146736,82.426842,2.644981
1693883917.227903,82.174721,2.418680
1693883917.312003,81.945344,2.192517
1693883917.393900,81.738679,1.962618
1693883917.472056,81.600581,0.389534
1693883917.556914,81.599303,-0.000202
1693883917.632650,81.599074,-0.000222
1693883917.716047,81.598887,-0.000138
1693883917.802693,81.598784,-0.000078
1693883917.883543,81.598784,0.000000
1693883917.961521,81.598784,0.000000
1693883918.036073,81.598784,0.000000
1693883918.119601,81.598784,0.000000
1693883918.203773,81.598784,0.000000
1693883918.286098,81.598784,0.000000
1693883918.369485,81.598784,0.000000
1693883918.446482,81.598784,0.000000
1693883918.527987,81.598784,0.000000
1693883918.605443,81.598784,0.000000
1693883918.682266,81.598784,0.000000
1693883918.761016,81.598784,0.000000
1693883918.845941,81.598784,0.000000
1693883918.930710,81.598784,0.000000
1693883919.021990,81.598784,0.000000
1693883919.096666,81.598784,0.000000
1693883919.177034,81.598784,0.000000
1693883919.255334,81.598784,0.000000
1693883919.337003,81.598784,0.000000
1693883919.422452,81.598784,0.000000
1693883919.505466,81.598784,0.000000
1693883919.594050,81.598784,0.000000
1693883919.677908,81.598784,0.000000
1693883919.755789,81.598784,0.000000
1693883919.850785,81.598784,0.000000
1693883919.934763,81.598784,0.000000
1693883920.015419,81.598784,0.000000
1693883920.094683,81.598784,0.000000
1693883920.182698,81.598784,0.000000
1693883920.264052,81.598784,0.000000
1693883920.349606,81.598784,0.000000
1693883920.435323,81.598784,0.000000
1693883920.517420,81.598784,0.000000
1693883920.608208,81.598784,0.000000
1693883920.693868,81.598784,0.000000
1693883920.779964,81.598784,0.000000
1693883920.864568,81.598784,0.000000
1693883920.950145,81.598784,0.000000
1693883921.034344,81.598784,0.000000
1693883921.111375,81.598784,0.000000
1693883921.199904,81.598784,0.000000
1693883921.283043,81.598784,0.000000
1693883921.357561,81.598784,0.000000
1693883921.432487,81.598784,0.000000
1693883921.513888,81.598784,0.000000
1693883921.596440,81.598784,0.000000
1693883921.675400,81.598784,0.000000
1693883921.765104,81.598784,0.000000
1693883921.848701,81.598784,0.000000
1693883921.936249,81.598784,0.000000
1693883922.024707,81.598784,0.000000
1693883922.095858,81.598784,0.000000
