__time,/collect_data/distance,/collect_data/velocity
1693884080,279.000628,-0.00006
1693884080,279.000628,-0.000021
1693884080,278.999963,-0.001101
1693884080,279.000057,-0.000398
1693884080,279.000273,-0.000062
1693884080,279.000365,0.000024
1693884080,279.000365,0.000031
1693884080,279.000365,0.000022
1693884080,279.000365,0.000013
1693884080,279.000365,0.000008
1693884080,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884083,279.000365,0
1693884083,279.000365,0
1693884083,278.99935,-0.021829
1693884083,278.998581,0.000006
1693884083,278.998581,0.000001
1693884083,278.998581,0
1693884083,278.998581,0
1693884083,278.998581,0
1693884083,278.998581,0
1693884083,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884085,278.998581,0
1693884085,278.998581,0
1693884085,278.998581,0
1693884085,278.998581,0
1693884085,278.997597,0.073312
1693884085,278.995629,0.067403
1693884085,278.994092,0.063798
1693884085,278.99274,0.063356
1693884085,278.989941,0.097127
1693884085,278.974782,0.229792
1693884086,278.944007,0.413684
1693884086,278.890024,0.704768
1693884086,278.810278,0.959502
1693884086,278.704729,1.192167
1693884086,278.571063,1.49575
1693884086,278.410143,1.759129
1693884086,278.226007,1.976647
1693884086,278.023601,2.141206
1693884086,277.806761,2.278936
1693884086,277.577423,2.404067
1693884086,277.33624,2.520205
1693884087,277.084621,2.621566
1693884087,276.823187,2.723478
1693884087,276.550835,2.845347
1693884087,276.266004,2.976976
1693884087,275.968602,3.115355
1693884087,275.656853,3.269381
1693884087,275.329597,3.429861
1693884087,274.986527,3.593623
1693884087,274.627539,3.759949
1693884087,274.252547,3.924053
1693884088,273.862112,4.080515
1693884088,273.457067,4.224691
1693884088,273.038581,4.356709
1693884088,272.607791,4.47951
1693884088,272.165429,4.594158
1693884088,271.71227,4.701187
1693884088,271.248993,4.80113
1693884088,270.776184,4.893321
1693884088,270.294553,4.980243
1693884088,269.804499,5.065411
1693884089,269.312912,5.021399
1693884089,268.820839,5.004205
1693884089,268.328371,5.016143
1693884089,267.832965,5.050843
1693884089,267.341294,5.000315
